	Masse A	
t	y	
0,000000E0	2,059083E0
8,307222E-3	2,059058E0
1,661444E-2	2,056126E0
2,492167E-2	2,054597E0
3,322889E-2	2,053093E0
4,153611E-2	2,048709E0
4,984333E-2	2,047231E0
5,815056E-2	2,037034E0
6,645778E-2	2,032675E0
7,476500E-2	2,029744E0
8,307222E-2	2,019573E0
9,137944E-2	2,012308E0
9,968667E-2	2,003514E0
1,079939E-1	1,991839E0
1,163011E-1	1,984548E0
1,246083E-1	1,969993E0
1,329156E-1	1,953934E0
1,412228E-1	1,942310E0
1,495300E-1	1,932164E0
1,578372E-1	1,916232E0
1,661444E-1	1,903155E0
1,744517E-1	1,892984E0
1,827589E-1	1,881334E0
1,910661E-1	1,868232E0
1,993733E-1	1,855129E0
2,076806E-1	1,839070E0
2,159878E-1	1,823036E0
2,242950E-1	1,806977E0
2,326022E-1	1,786584E0
2,409094E-1	1,760405E0
2,492167E-1	1,741516E0
2,575239E-1	1,710977E0
2,658311E-1	1,702183E0
2,741383E-1	1,687678E0
2,824456E-1	1,661499E0
2,907528E-1	1,639628E0
2,990600E-1	1,613474E0
3,073672E-1	1,588747E0
3,156744E-1	1,565499E0
3,239817E-1	1,539345E0
3,322889E-1	1,513191E0
3,405961E-1	1,484004E0
3,489033E-1	1,457824E0
3,572106E-1	1,431670E0
3,655178E-1	1,406944E0
3,738250E-1	1,372071E0
3,821322E-1	1,337174E0
3,904394E-1	1,313926E0
3,987467E-1	1,277575E0
4,070539E-1	1,249892E0
4,153611E-1	1,226669E0
4,236683E-1	1,194652E0
4,319756E-1	1,162635E0
4,402828E-1	1,124806E0
4,485900E-1	1,095670E0
4,568972E-1	1,060849E0
4,652044E-1	1,023020E0
4,735117E-1	9,910029E-1
4,818189E-1	9,590114E-1
4,901261E-1	9,124898E-1
4,984333E-1	8,805490E-1
5,067406E-1	8,441731E-1
5,150478E-1	8,150368E-1
5,233550E-1	7,786102E-1
5,316622E-1	7,306610E-1
5,399694E-1	6,812587E-1
5,482767E-1	6,565322E-1
5,565839E-1	6,187540E-1
5,648911E-1	5,766168E-1
5,731983E-1	5,330012E-1
5,815056E-1	4,966253E-1
5,898128E-1	4,428640E-1
5,981200E-1	4,064627E-1
6,064272E-1	3,657531E-1
6,147344E-1	3,206592E-1
6,230417E-1	2,740361E-1
6,313489E-1	2,289675E-1
6,396561E-1	1,838482E-1
6,479633E-1	1,388303E-1
6,562706E-1	9,814611E-2
6,645778E-1	6,617994E-2
