	Masse A	
t	y	
0,000000E0	2,067340E0
8,307197E-3	2,065766E0
1,661439E-2	2,064191E0
2,492159E-2	2,061042E0
3,322879E-2	2,057893E0
4,153598E-2	2,053170E0
4,984318E-2	2,050020E0
5,815038E-2	2,046871E0
6,645758E-2	2,040573E0
7,476477E-2	2,032701E0
8,307197E-2	2,024828E0
9,137917E-2	2,018530E0
9,968636E-2	2,010658E0
1,079936E-1	2,004360E0
1,163008E-1	1,994912E0
1,246080E-1	1,983891E0
1,329152E-1	1,976018E0
1,412223E-1	1,972869E0
1,495295E-1	1,961848E0
1,578367E-1	1,944528E0
1,661439E-1	1,931932E0
1,744511E-1	1,924059E0
1,827583E-1	1,914612E0
1,910655E-1	1,903590E0
1,993727E-1	1,894143E0
2,076799E-1	1,884696E0
2,159871E-1	1,870526E0
2,242943E-1	1,864228E0
2,326015E-1	1,848482E0
2,409087E-1	1,829588E0
2,492159E-1	1,812269E0
2,575231E-1	1,798098E0
2,658303E-1	1,776055E0
2,741375E-1	1,763458E0
2,824447E-1	1,741415E0
2,907519E-1	1,722521E0
2,990591E-1	1,706776E0
3,073663E-1	1,683158E0
3,156735E-1	1,665838E0
3,239807E-1	1,643795E0
3,322879E-1	1,620177E0
3,405951E-1	1,598134E0
3,489023E-1	1,571367E0
3,572095E-1	1,550899E0
3,655167E-1	1,528856E0
3,738239E-1	1,498940E0
3,821311E-1	1,470598E0
3,904383E-1	1,450130E0
3,987455E-1	1,424937E0
4,070527E-1	1,401320E0
4,153598E-1	1,377702E0
4,236670E-1	1,347786E0
4,319742E-1	1,317870E0
4,402814E-1	1,287955E0
4,485886E-1	1,261188E0
4,568958E-1	1,239144E0
4,652030E-1	1,202931E0
4,735102E-1	1,173015E0
4,818174E-1	1,139950E0
4,901246E-1	1,111609E0
4,984318E-1	1,083267E0
5,067390E-1	1,053352E0
5,150462E-1	1,023436E0
5,233534E-1	9,903709E-1
5,316606E-1	9,604551E-1
5,399678E-1	9,273902E-1
5,482750E-1	8,896018E-1
5,565822E-1	8,502389E-1
5,648894E-1	8,218976E-1
5,731966E-1	7,856837E-1
5,815038E-1	7,431718E-1
5,898110E-1	7,038089E-1
5,981182E-1	6,644460E-1
6,064254E-1	6,282321E-1
6,147326E-1	6,061889E-1
6,230398E-1	5,636769E-1
6,313470E-1	5,290375E-1
6,396542E-1	4,865256E-1
6,479614E-1	4,503117E-1
6,562686E-1	4,109488E-1
6,645758E-1	3,700114E-1
6,728830E-1	3,274994E-1
6,811902E-1	2,865620E-1
6,894973E-1	2,534972E-1
6,978045E-1	2,094107E-1
7,061117E-1	1,637497E-1
7,144189E-1	1,196633E-1
7,227261E-1	8,030034E-2
7,310333E-1	5,983163E-2
